dsg_prompt_split,qg_model,t2i_model,item_id,question,question_id,dependency_id,answer
posescript,dsg,sd2dot1,posescript_90,Does the figure have a left arm?,2,1,yes
posescript,dsg,sd2dot1,posescript_90,Does the figure have a right arm?,3,1,yes
posescript,dsg,sd2dot1,posescript_90,Does the figure have legs?,4,1,yes
posescript,dsg,sd2dot1,posescript_90,Does the figure have a right leg?,5,1,yes
posescript,dsg,sd2dot1,posescript_90,Does the figure have a left leg?,6,1,yes
posescript,dsg,sd2dot1,posescript_90,Is the figure reaching its left arm forward?,7,"1,2",yes
posescript,dsg,sd2dot1,posescript_90,Is the figure stretching its right arm back behind its back?,8,"1,3",yes
posescript,dsg,sd2dot1,posescript_90,Is the figure pushing its legs together?,9,"1,4",yes
posescript,dsg,sd2dot1,posescript_90,Is the figure resting its right leg on top of its left leg?,10,"1,5,6",yes
posescript,dsg,sd2dot1,posescript_91,Is there a person?,1,0,yes
posescript,dsg,sd2dot1,posescript_91,Does the person have a thigh?,2,1,yes
posescript,dsg,sd2dot1,posescript_91,Does the person have a leg?,3,1,yes
posescript,dsg,sd2dot1,posescript_91,Does the person have arms?,4,1,yes
posescript,dsg,sd2dot1,posescript_91,Does the person have a back?,5,1,yes
posescript,dsg,sd2dot1,posescript_91,Is the person down?,6,1,yes
posescript,dsg,sd2dot1,posescript_91,Is the person on the thigh?,7,"1,2",yes
posescript,dsg,sd2dot1,posescript_91,Is the person's leg up?,8,3,yes
posescript,dsg,sd2dot1,posescript_91,Are the person's arms on the back?,9,"4,5",no
posescript,dsg,sd2dot1,posescript_92,Are there knees?,1,0,yes
posescript,dsg,sd2dot1,posescript_92,Are the knees bent?,2,1,yes
posescript,dsg,sd2dot1,posescript_92,Is there a subject?,3,0,yes
posescript,dsg,sd2dot1,posescript_92,Is the subject leaning back to the left?,4,3,yes
posescript,dsg,sd2dot1,posescript_92,Are there arms?,5,0,yes
posescript,dsg,sd2dot1,posescript_92,Are the arms bent forward?,6,5,yes
posescript,dsg,sd2dot1,posescript_92,Are there hands?,7,0,yes
posescript,dsg,sd2dot1,posescript_92,Are the hands in front of the face?,8,"7,3",yes
posescript,dsg,sd2dot1,posescript_93,Is there someone?,1,0,yes
posescript,dsg,sd2dot1,posescript_93,Does the person have a right arm?,2,1,yes
posescript,dsg,sd2dot1,posescript_93,Does the person have a left arm?,3,1,yes
posescript,dsg,sd2dot1,posescript_93,Is the person leaning forward?,4,1,yes
posescript,dsg,sd2dot1,posescript_93,Is the person's right arm bent inwards 90 degrees?,5,2,yes
posescript,dsg,sd2dot1,posescript_93,Is the person's left arm behind them?,6,3,yes
posescript,dsg,sd2dot1,posescript_93,Is the person hunched over?,7,1,yes
posescript,dsg,sd2dot1,posescript_93,Is the person looking to their right?,8,1,no
posescript,dsg,sd2dot1,posescript_94,Are there toys?,1,0,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
posescript,dsg,sd2dot1,posescript_94,Are there knees?,2,0,yes
posescript,dsg,sd2dot1,posescript_94,Is there a torso?,3,0,yes
posescript,dsg,sd2dot1,posescript_94,Is there a head?,4,0,yes
posescript,dsg,sd2dot1,posescript_94,Are there arms?,5,0,yes
posescript,dsg,sd2dot1,posescript_94,Is there a right arm?,6,0,yes
posescript,dsg,sd2dot1,posescript_94,Is there a left arm?,7,0,yes
posescript,dsg,sd2dot1,posescript_94,Are the toys pointed to the ground?,8,1,yes
posescript,dsg,sd2dot1,posescript_94,Are the knees bent forward?,9,2,yes
posescript,dsg,sd2dot1,posescript_94,Is the torso straight up?,10,3,yes
posescript,dsg,sd2dot1,posescript_94,Is the head looking forward?,11,4,yes
posescript,dsg,sd2dot1,posescript_94,Are the arms bent down to the sides?,12,5,yes
posescript,dsg,sd2dot1,posescript_94,Is the right arm slightly further back than the left?,13,"6,7",yes
posescript,dsg,sd2dot1,posescript_95,Is there a left arm?,1,0,yes
posescript,dsg,sd2dot1,posescript_95,Is there a left hand?,2,1,yes
posescript,dsg,sd2dot1,posescript_95,Is there a right arm?,3,0,yes
posescript,dsg,sd2dot1,posescript_95,Is there a right hand?,4,3,yes
posescript,dsg,sd2dot1,posescript_95,Is there a knee?,5,0,yes
posescript,dsg,sd2dot1,posescript_95,Is there a chest?,6,0,yes
posescript,dsg,sd2dot1,posescript_95,Is the left arm near the knee?,7,"1,5",yes
posescript,dsg,sd2dot1,posescript_95,Is the left hand near the knee?,8,"2,5",yes
posescript,dsg,sd2dot1,posescript_95,Is the right arm near the chest?,9,"3,6",yes
posescript,dsg,sd2dot1,posescript_95,Is the right hand near the chest?,10,"4,6",yes
posescript,dsg,sd2dot1,posescript_95,Is the left arm hanging down?,11,1,yes
posescript,dsg,sd2dot1,posescript_95,Is the right arm up and bent?,12,3,yes
posescript,dsg,sd2dot1,posescript_96,Is there a person?,1,0,yes
posescript,dsg,sd2dot1,posescript_96,Does the person have a left foot?,2,1,yes
posescript,dsg,sd2dot1,posescript_96,Does the person have a right leg?,3,1,yes
posescript,dsg,sd2dot1,posescript_96,Does the person have arms?,4,1,yes
posescript,dsg,sd2dot1,posescript_96,Does the person have a head?,5,1,yes
posescript,dsg,sd2dot1,posescript_96,Is the person balancing?,6,1,yes
posescript,dsg,sd2dot1,posescript_96,Is the person on their left foot?,7,"1,2",yes
posescript,dsg,sd2dot1,posescript_96,Is the person's right leg bent forward?,8,"1,3",yes
posescript,dsg,sd2dot1,posescript_96,Are the person's arms up by their head?,9,"1,4,5",yes
posescript,dsg,sd2dot1,posescript_96,Are the person's arms loosely?,10,4,yes
posescript,dsg,sd2dot1,posescript_96,Are the person's arms same distance out?,11,4,yes
posescript,dsg,sd2dot1,posescript_97,Are there arms?,1,0,yes
posescript,dsg,sd2dot1,posescript_97,Is there a head?,2,0,yes
posescript,dsg,sd2dot1,posescript_97,Are there feet?,3,0,yes
posescript,dsg,sd2dot1,posescript_97,Is there a left foot?,4,3,yes
posescript,dsg,sd2dot1,posescript_97,Is there a right foot?,5,3,yes
posescript,dsg,sd2dot1,posescript_97,Are the arms head level?,6,1,yes
posescript,dsg,sd2dot1,posescript_97,Are the arms on the right side of the head?,7,1,yes
posescript,dsg,sd2dot1,posescript_97,Are the arms not touching?,8,1,yes
posescript,dsg,sd2dot1,posescript_97,Is the head looking to the right?,9,2,yes
posescript,dsg,sd2dot1,posescript_97,Are the feet apart?,10,3,yes
posescript,dsg,sd2dot1,posescript_97,Is the left foot in front of the right foot?,11,"4,5",yes
posescript,dsg,sd2dot1,posescript_97,Is the right foot in back of the left foot?,12,"5,4",yes
posescript,dsg,sd2dot1,posescript_98,Is there a subject?,1,0,yes
posescript,dsg,sd2dot1,posescript_98,Does the subject have a torso?,2,1,yes
posescript,dsg,sd2dot1,posescript_98,Does the subject have hands?,3,1,yes
posescript,dsg,sd2dot1,posescript_98,Does the subject have a head?,4,1,yes
posescript,dsg,sd2dot1,posescript_98,Is the subject squatting?,5,1,yes
posescript,dsg,sd2dot1,posescript_98,Is the subject's torso leaning forward?,6,2,yes
posescript,dsg,sd2dot1,posescript_98,Are the subject's hands touching the subject's head?,7,"3,4",yes
posescript,dsg,sd2dot1,posescript_99,Is there a subject?,1,0,yes
posescript,dsg,sd2dot1,posescript_99,Does the subject have hips?,2,1,yes
posescript,dsg,sd2dot1,posescript_99,Does the subject have a head?,3,1,yes
posescript,dsg,sd2dot1,posescript_99,Does the subject have arms?,4,1,yes
posescript,dsg,sd2dot1,posescript_99,Does the subject have hands?,5,1,yes
posescript,dsg,sd2dot1,posescript_99,Is there a ground?,6,0,yes
posescript,dsg,sd2dot1,posescript_99,Is the subject almost in a push up position?,7,1,yes
posescript,dsg,sd2dot1,posescript_99,Are the subject's hips twisted to the right?,8,2,yes
posescript,dsg,sd2dot1,posescript_99,Is the subject's head looking to the right?,9,3,no
posescript,dsg,sd2dot1,posescript_99,Are the subject's arms straight down?,10,4,yes
posescript,dsg,sd2dot1,posescript_99,Are the subject's hands on the ground?,11,"5,6",yes
whoops,dsg,sd2dot1,whoops_0,Is there a light house?,1,0,yes
whoops,dsg,sd2dot1,whoops_0,Is there a desert?,2,0,yes
whoops,dsg,sd2dot1,whoops_0,Is the light house in the desert?,3,"1,2",yes
whoops,dsg,sd2dot1,whoops_1,Is Mona Lisa there?,1,0,yes
whoops,dsg,sd2dot1,whoops_1,Is Mona Lisa wearing a hat?,2,1,no
whoops,dsg,sd2dot1,whoops_2,Is there a man?,1,0,yes
whoops,dsg,sd2dot1,whoops_2,Is there a jet ski?,2,0,yes
whoops,dsg,sd2dot1,whoops_2,Is there a desert?,3,0,yes
whoops,dsg,sd2dot1,whoops_2,Is the man riding the jet ski?,4,"1,2",yes
whoops,dsg,sd2dot1,whoops_2,Is the man in the desert?,5,"1,3",yes
whoops,dsg,sd2dot1,whoops_2,Is the jet ski in the desert?,6,"2,3",yes
whoops,dsg,sd2dot1,whoops_3,Is there a man?,1,0,yes
whoops,dsg,sd2dot1,whoops_3,Is there a guitar?,2,0,yes
whoops,dsg,sd2dot1,whoops_3,Is the guitar electric?,3,2,yes
whoops,dsg,sd2dot1,whoops_3,Is there a library?,4,0,yes
whoops,dsg,sd2dot1,whoops_3,Is the man playing the guitar?,5,"1,2",yes
whoops,dsg,sd2dot1,whoops_3,Is the man in the library?,6,"1,4",yes
whoops,dsg,sd2dot1,whoops_3,Is the guitar in the library?,7,"2,4",yes
whoops,dsg,sd2dot1,whoops_4,Is there a car race?,1,0,no
whoops,dsg,sd2dot1,whoops_4,Is there the Colosseum?,2,0,no
whoops,dsg,sd2dot1,whoops_4,Is the car race being held?,3,1,no
whoops,dsg,sd2dot1,whoops_4,Is the car race being held at the Colosseum?,4,"1,2",no
whoops,dsg,sd2dot1,whoops_5,Is there a rubix cube?,1,0,yes
whoops,dsg,sd2dot1,whoops_5,Is the rubix cube purple?,2,1,yes
whoops,dsg,sd2dot1,whoops_5,Does the rubix cube have ten squares?,3,1,yes
whoops,dsg,sd2dot1,whoops_6,Is there a soccer player?,1,0,yes
whoops,dsg,sd2dot1,whoops_6,Is there a bowling ball?,2,0,yes
whoops,dsg,sd2dot1,whoops_6,Is the soccer player kicking the bowling ball?,3,"1,2",yes
whoops,dsg,sd2dot1,whoops_7,Is there a man?,1,0,yes
whoops,dsg,sd2dot1,whoops_7,Is the man old?,2,1,yes
whoops,dsg,sd2dot1,whoops_7,Does the man have a pipe?,3,1,yes
whoops,dsg,sd2dot1,whoops_7,Is the man smoking a pipe?,4,"1,3",yes
whoops,dsg,sd2dot1,whoops_7,Is the man blowing bubbles?,5,1,yes
whoops,dsg,sd2dot1,whoops_8,Is there a glove?,1,0,yes
whoops,dsg,sd2dot1,whoops_8,Is the glove white?,2,1,no
whoops,dsg,sd2dot1,whoops_8,Does the glove have fingers?,3,1,yes
whoops,dsg,sd2dot1,whoops_8,Does the glove have 6 fingers?,4,3,yes
whoops,dsg,sd2dot1,whoops_9,Is there a coal mine worker?,1,0,no
whoops,dsg,sd2dot1,whoops_9,Is the coal mine worker working?,2,1,no
whoops,dsg,sd2dot1,whoops_9,Does the coal mine worker have nails?,3,1,yes
whoops,dsg,sd2dot1,whoops_9,Are the nails long?,4,3,yes
whoops,dsg,sd2dot1,whoops_9,Are the nails acrylic?,5,3,yes
whoops,dsg,sd2dot1,whoops_9,Are the nails manicured?,6,3,yes
whoops,dsg,sd2dot1,whoops_10,Is there a ship?,1,0,yes
whoops,dsg,sd2dot1,whoops_10,Is there a desert?,2,0,yes
whoops,dsg,sd2dot1,whoops_10,Is the ship in the desert?,3,"1,2",yes
whoops,dsg,sd2dot1,whoops_11,Is there a man?,1,0,yes
whoops,dsg,sd2dot1,whoops_11,Is there a laptop?,2,0,yes
whoops,dsg,sd2dot1,whoops_11,Is there a bath?,3,0,yes
whoops,dsg,sd2dot1,whoops_11,Is the man using the laptop?,4,"1,2",yes
whoops,dsg,sd2dot1,whoops_11,Is the man in the bath?,5,"1,3",yes
whoops,dsg,sd2dot1,whoops_11,Is the laptop in the bath?,6,"2,3",yes
whoops,dsg,sd2dot1,whoops_12,Is there a man?,1,0,yes
whoops,dsg,sd2dot1,whoops_12,Is the man old?,2,1,yes
whoops,dsg,sd2dot1,whoops_12,Is there a unicycle?,3,0,yes
whoops,dsg,sd2dot1,whoops_12,Is the man riding the unicycle?,4,"1,3",yes
whoops,dsg,sd2dot1,whoops_13,Is there Superman?,1,0,yes
whoops,dsg,sd2dot1,whoops_13,Is there Mjolnir?,2,0,no
whoops,dsg,sd2dot1,whoops_13,Is Superman holding Mjolnir?,3,"1,2",no
whoops,dsg,sd2dot1,whoops_14,Are there pancakes?,1,0,yes
whoops,dsg,sd2dot1,whoops_14,Is there ketchup?,2,0,yes
whoops,dsg,sd2dot1,whoops_14,Are the pancakes served with ketchup?,3,"1,2",yes
whoops,dsg,sd2dot1,whoops_15,Is there a spiderweb?,1,0,yes
whoops,dsg,sd2dot1,whoops_15,Is the spiderweb heart-shaped?,2,1,no
whoops,dsg,sd2dot1,whoops_16,Is there an orca whale?,1,0,yes
whoops,dsg,sd2dot1,whoops_16,Is there a Nile River?,2,0,no
whoops,dsg,sd2dot1,whoops_16,Is there an Egyptian pyramid?,3,0,no
whoops,dsg,sd2dot1,whoops_16,Is the orca whale swimming?,4,1,yes
whoops,dsg,sd2dot1,whoops_16,Is the orca whale in the Nile River?,5,"1,2",no
whoops,dsg,sd2dot1,whoops_16,Is the orca whale in front of the Egyptian pyramid?,6,"1,3",no
whoops,dsg,sd2dot1,whoops_16,Is the Nile River in front of the Egyptian pyramid?,7,"2,3",no
whoops,dsg,sd2dot1,whoops_17,Is there a penguin?,1,0,yes
whoops,dsg,sd2dot1,whoops_17,Is there a desert?,2,0,yes
whoops,dsg,sd2dot1,whoops_17,Is the penguin in the desert?,3,"1,2",yes
whoops,dsg,sd2dot1,whoops_18,Is there a pineapple?,1,0,yes
whoops,dsg,sd2dot1,whoops_18,Is the pineapple a fruit?,2,1,yes
whoops,dsg,sd2dot1,whoops_18,Is there desert sand?,3,0,yes
whoops,dsg,sd2dot1,whoops_18,Is the pineapple growing out of the desert sand?,4,"1,3",yes
whoops,dsg,sd2dot1,whoops_19,Is there a fire extinguisher?,1,0,yes
whoops,dsg,sd2dot1,whoops_19,Is the fire extinguisher spewing flames?,2,1,no
whoops,dsg,sd2dot1,whoops_20,Is there a woman?,1,0,yes
whoops,dsg,sd2dot1,whoops_20,Does the woman have eyes?,2,1,yes
whoops,dsg,sd2dot1,whoops_20,Are there carrot slices?,3,0,yes
whoops,dsg,sd2dot1,whoops_20,Are the carrot slices over the woman's eyes?,4,"2,3",yes
whoops,dsg,sd2dot1,whoops_21,Is there a magnifying glass?,1,0,yes
whoops,dsg,sd2dot1,whoops_21,Is there an image?,2,0,yes
whoops,dsg,sd2dot1,whoops_21,Is there a smartphone?,3,0,yes
whoops,dsg,sd2dot1,whoops_21,Is the magnifying glass being used to zoom in on the image?,4,"1,2",yes
whoops,dsg,sd2dot1,whoops_21,Is the image on the smartphone?,5,"2,3",yes
whoops,dsg,sd2dot1,whoops_22,Is Dr. Evil there?,1,0,yes 100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
whoops,dsg,sd2dot1,whoops_22,Is there a dog?,2,0,yes
whoops,dsg,sd2dot1,whoops_22,Does Dr. Evil have a lap?,3,1,yes
whoops,dsg,sd2dot1,whoops_22,Is Dr. Evil sitting?,4,1,yes
whoops,dsg,sd2dot1,whoops_22,Is the dog on Dr. Evil's lap?,5,"2,3",yes
whoops,dsg,sd2dot1,whoops_23,Is the Statue of Liberty there?,1,0,yes
whoops,dsg,sd2dot1,whoops_23,Is the Big Ben Clock there?,2,0,yes
whoops,dsg,sd2dot1,whoops_23,Is the Statue of Liberty in front of the Big Ben Clock?,3,"1,2",yes
whoops,dsg,sd2dot1,whoops_24,Is there a man?,1,0,yes
whoops,dsg,sd2dot1,whoops_24,Is there a blood transfusion?,2,0,yes
whoops,dsg,sd2dot1,whoops_24,Is the blood transfusion purple?,3,2,yes
whoops,dsg,sd2dot1,whoops_24,Is the man given a blood transfusion?,4,"1,2",yes
whoops,dsg,sd2dot1,whoops_25,Are there women?,1,0,yes
whoops,dsg,sd2dot1,whoops_25,Are there two women?,2,1,yes
whoops,dsg,sd2dot1,whoops_25,Are the women wearing clothing?,3,0,yes
whoops,dsg,sd2dot1,whoops_25,Is the clothing Rennaissance?,4,3,yes
whoops,dsg,sd2dot1,whoops_25,Is the clothing ornate?,5,3,yes
whoops,dsg,sd2dot1,whoops_25,Are the women taking a selfie?,6,"1,7",yes
whoops,dsg,sd2dot1,whoops_25,Is there a smartphone?,7,0,yes
whoops,dsg,sd2dot1,whoops_25,Are the women taking a selfie with a smartphone?,8,"1,7",yes
whoops,dsg,sd2dot1,whoops_26,Is there a man?,1,0,yes
whoops,dsg,sd2dot1,whoops_26,Is there sand?,2,0,yes
whoops,dsg,sd2dot1,whoops_26,Is there a beach?,3,0,yes
whoops,dsg,sd2dot1,whoops_26,Is there a broom?,4,0,yes
whoops,dsg,sd2dot1,whoops_26,Is the man sweeping up the sand?,5,"1,2",yes
whoops,dsg,sd2dot1,whoops_26,Is the man on the beach?,6,"1,3",yes
whoops,dsg,sd2dot1,whoops_26,Is the sand on the beach?,7,"2,3",yes
whoops,dsg,sd2dot1,whoops_26,Is the man with the broom?,8,"1,4",yes
whoops,dsg,sd2dot1,whoops_26,Is the sand with the broom?,9,"2,4",yes
whoops,dsg,sd2dot1,whoops_27,Is there a pitcher plant?,1,0,yes
whoops,dsg,sd2dot1,whoops_27,Does the pitcher plant have teeth?,2,1,yes
whoops,dsg,sd2dot1,whoops_28,Is there a man?,1,0,yes
whoops,dsg,sd2dot1,whoops_28,Is the man old?,2,1,yes
whoops,dsg,sd2dot1,whoops_28,Is there a barbell?,3,0,yes
whoops,dsg,sd2dot1,whoops_28,Does the man have a head?,4,1,yes
whoops,dsg,sd2dot1,whoops_28,Is the man lifting the barbell?,5,"1,3",yes
whoops,dsg,sd2dot1,whoops_28,Is the barbell above the man's head?,6,"3,4",yes
whoops,dsg,sd2dot1,whoops_29,Is there Superman?,1,0,yes
whoops,dsg,sd2dot1,whoops_29,Does Superman have a mask?,2,1,yes
whoops,dsg,sd2dot1,whoops_29,Is the mask a spiderman mask?,3,2,no
whoops,dsg,sd2dot1,whoops_30,Is there a road sign?,1,0,yes
whoops,dsg,sd2dot1,whoops_30,Is there a dinosaur crossing?,2,0,yes
whoops,dsg,sd2dot1,whoops_30,Does the road sign indicate a dinosaur crossing?,3,"1,2",yes
whoops,dsg,sd2dot1,whoops_31,Is there a rainbow?,1,0,yes
whoops,dsg,sd2dot1,whoops_31,Is there a night sky?,2,0,yes
whoops,dsg,sd2dot1,whoops_31,Is the rainbow in the night sky?,3,"1,2",yes
whoops,dsg,sd2dot1,whoops_32,Is John Lennon there?,1,0,yes
whoops,dsg,sd2dot1,whoops_32,Is there a MacBook?,2,0,yes
whoops,dsg,sd2dot1,whoops_32,Is John Lennon using a MacBook?,3,"1,2",yes
whoops,dsg,sd2dot1,whoops_33,Is there a man?,1,0,yes
whoops,dsg,sd2dot1,whoops_33,Is there a fur coat?,2,0,yes
whoops,dsg,sd2dot1,whoops_33,Is there a sauna?,3,0,yes
whoops,dsg,sd2dot1,whoops_33,Is the coat made of fur?,4,2,yes
whoops,dsg,sd2dot1,whoops_33,Is the man in the sauna?,5,"1,3",yes
whoops,dsg,sd2dot1,whoops_33,Is the man wearing the fur coat?,6,"2,1",yes
whoops,dsg,sd2dot1,whoops_34,Is there a boy?,1,0,yes
whoops,dsg,sd2dot1,whoops_34,Is the boy young?,2,1,yes
whoops,dsg,sd2dot1,whoops_34,Is the boy smoking?,3,1,no
whoops,dsg,sd2dot1,whoops_35,Is Jeff Bezos there?,1,0,yes
whoops,dsg,sd2dot1,whoops_35,Is there a Tesla shirt?,2,0,yes
whoops,dsg,sd2dot1,whoops_35,Is Jeff Bezos wearing a Tesla shirt?,3,"1,2",yes
whoops,dsg,sd2dot1,whoops_36,Is there a woman?,1,0,yes
whoops,dsg,sd2dot1,whoops_36,Is the woman elderly?,2,1,yes
whoops,dsg,sd2dot1,whoops_36,Is the woman lifting heavy weights?,3,"1,3",yes
whoops,dsg,sd2dot1,whoops_37,Is there a stop sign?,1,0,yes
whoops,dsg,sd2dot1,whoops_37,Is the stop sign green?,2,1,yes
whoops,dsg,sd2dot1,whoops_37,Is there a pole?,3,0,yes
whoops,dsg,sd2dot1,whoops_37,Is the stop sign on the pole?,4,"1,3",yes
whoops,dsg,sd2dot1,whoops_38,Is there a cake?,1,0,yes
whoops,dsg,sd2dot1,whoops_38,Is there a topping on the cake?,2,1,yes
whoops,dsg,sd2dot1,whoops_38,Is there garlic?,3,0,yes
whoops,dsg,sd2dot1,whoops_38,Is the garlic whole bulbs?,4,3,yes
whoops,dsg,sd2dot1,whoops_38,Is the garlic on top of the cake?,5,"2,3",yes
whoops,dsg,sd2dot1,whoops_39,Is there a man?,1,0,yes
whoops,dsg,sd2dot1,whoops_39,Is there a beach?,2,0,yes
whoops,dsg,sd2dot1,whoops_39,Is there sand?,3,0,yes
whoops,dsg,sd2dot1,whoops_39,Is the man standing?,4,1,yes
whoops,dsg,sd2dot1,whoops_39,Is the man on the beach?,5,"1,2",yes
whoops,dsg,sd2dot1,whoops_39,Is the man vacuuming sand?,6,"1,3",yes
whoops,dsg,sd2dot1,whoops_40,Is there a person?,1,0,yes
whoops,dsg,sd2dot1,whoops_40,Is the person roller skating?,2,1,no
whoops,dsg,sd2dot1,whoops_40,Is the person downhill a sand dune?,3,"1,2",yes
whoops,dsg,sd2dot1,whoops_41,Is there a man?,1,0,yes
whoops,dsg,sd2dot1,whoops_41,Is there a bouquet?,2,0,yes
whoops,dsg,sd2dot1,whoops_41,Is there fruit?,3,0,yes
whoops,dsg,sd2dot1,whoops_41,Is the man holding a bouquet?,4,"1,2",yes
whoops,dsg,sd2dot1,whoops_41,Is the bouquet made of fruit?,5,"2,3",yes
whoops,dsg,sd2dot1,whoops_42,Are there guests?,1,0,yes
whoops,dsg,sd2dot1,whoops_42,Are the guests laughing?,2,1,yes
whoops,dsg,sd2dot1,whoops_42,Is there a funeral?,3,0,yes
whoops,dsg,sd2dot1,whoops_42,Are the guests at the funeral?,4,"1,3",yes
whoops,dsg,sd2dot1,whoops_43,Is there smoke?,1,0,yes
whoops,dsg,sd2dot1,whoops_43,Is there a cigarette?,2,0,yes
whoops,dsg,sd2dot1,whoops_43,Is the cigarette on the wrong end?,3,2,yes
whoops,dsg,sd2dot1,whoops_43,Is the smoke coming from the cigarette?,4,"1,2",yes
whoops,dsg,sd2dot1,whoops_44,Is there a bird?,1,0,yes
whoops,dsg,sd2dot1,whoops_44,Is there a flower?,2,0,yes
whoops,dsg,sd2dot1,whoops_44,Is there a desert?,3,0,yes
whoops,dsg,sd2dot1,whoops_44,Is the bird black?,4,1,yes
whoops,dsg,sd2dot1,whoops_44,Is the flower a bird of paradise?,5,2,yes
whoops,dsg,sd2dot1,whoops_44,Is the bird perched on the flower?,6,"1,2",yes
whoops,dsg,sd2dot1,whoops_44,Is the flower in the desert?,7,"2,3",yes
whoops,dsg,sd2dot1,whoops_45,Are there Roman centurions?,1,0,yes
whoops,dsg,sd2dot1,whoops_45,Is there a canon?,2,0,yes
whoops,dsg,sd2dot1,whoops_45,Are the Roman centurions firing the canon?,3,"1,2",yes
whoops,dsg,sd2dot1,whoops_46,Is Captain Jack Sparrow there?,1,0,yes
whoops,dsg,sd2dot1,whoops_46,Is there a plane?,2,0,yes
whoops,dsg,sd2dot1,whoops_46,Is Captain Jack Sparrow piloting the plane?,3,"1,2",yes
whoops,dsg,sd2dot1,whoops_47,Is there a panda bear?,1,0,yes
whoops,dsg,sd2dot1,whoops_47,Is there a trout?,2,0,yes
whoops,dsg,sd2dot1,whoops_47,Is there a stream?,3,0,yes
whoops,dsg,sd2dot1,whoops_47,Is the panda bear catching the trout?,4,"1,2",yes
whoops,dsg,sd2dot1,whoops_47,Is the panda bear in the stream?,5,"1,3",yes
whoops,dsg,sd2dot1,whoops_47,Is the trout in the stream?,6,"2,3",yes
whoops,dsg,sd2dot1,whoops_48,Are there children?,1,0,yes
whoops,dsg,sd2dot1,whoops_48,Is there a Disneyland?,2,0,yes
whoops,dsg,sd2dot1,whoops_48,Are the children unhappy?,3,1,no
whoops,dsg,sd2dot1,whoops_48,Are the children at Disneyland?,4,"1,2",yes
whoops,dsg,sd2dot1,whoops_49,Are there watermelons?,1,0,yes
whoops,dsg,sd2dot1,whoops_49,Is there a tree?,2,0,no
whoops,dsg,sd2dot1,whoops_49,Are the watermelons growing?,3,1,yes
whoops,dsg,sd2dot1,whoops_49,Are the watermelons on the tree?,4,"1,2",no
whoops,dsg,sd2dot1,whoops_50,Are there humans?,1,0,yes
whoops,dsg,sd2dot1,whoops_50,Are there clothing?,2,0,yes
whoops,dsg,sd2dot1,whoops_50,Is there a woolly mammoth?,3,0,yes
whoops,dsg,sd2dot1,whoops_50,Is there snow?,4,0,yes
whoops,dsg,sd2dot1,whoops_50,Are the humans modern?,5,1,yes
whoops,dsg,sd2dot1,whoops_50,Are the clothing modern?,6,2,yes
whoops,dsg,sd2dot1,whoops_50,Is the woolly mammoth woolly?,7,3,yes
whoops,dsg,sd2dot1,whoops_50,Is the snow outside?,8,4,yes
whoops,dsg,sd2dot1,whoops_50,Are the humans interacting with the woolly mammoth?,9,"1,3",yes
whoops,dsg,sd2dot1,whoops_50,Are the humans in the snow?,10,"1,4",yes
whoops,dsg,sd2dot1,whoops_50,Are the clothing in the snow?,11,"2,4",yes
whoops,dsg,sd2dot1,whoops_50,Is the woolly mammoth in the snow?,12,"3,4",yes
whoops,dsg,sd2dot1,whoops_51,Are there apples?,1,0,yes
whoops,dsg,sd2dot1,whoops_51,Are the apples purple?,2,1,yes
whoops,dsg,sd2dot1,whoops_51,Is there a tree?,3,0,yes
whoops,dsg,sd2dot1,whoops_51,Are the apples on the tree?,4,"1,3",yes
whoops,dsg,sd2dot1,whoops_51,Are the apples growing?,5,1,yes
whoops,dsg,sd2dot1,whoops_52,Is there Santa Claus?,1,0,yes
whoops,dsg,sd2dot1,whoops_52,Are there horses?,2,0,yes
whoops,dsg,sd2dot1,whoops_52,Is Santa Claus riding with horses?,3,"1,2",yes
whoops,dsg,sd2dot1,whoops_53,Is there a cow?,1,0,yes
whoops,dsg,sd2dot1,whoops_53,Does the cow have a neck collar?,2,1,yes
whoops,dsg,sd2dot1,whoops_53,Is there a megaphone?,3,0,yes
whoops,dsg,sd2dot1,whoops_53,Is the megaphone on the cow's neck collar?,4,"2,3",yes
whoops,dsg,sd2dot1,whoops_54,Are there toddlers?,1,0,yes
whoops,dsg,sd2dot1,whoops_54,Are there two toddlers?,2,1,yes
whoops,dsg,sd2dot1,whoops_54,Is there a mountain?,3,0,yes
whoops,dsg,sd2dot1,whoops_54,Is there a summit?,4,3,yes
whoops,dsg,sd2dot1,whoops_54,Are the toddlers reaching the summit?,5,"1,4",yes
whoops,dsg,sd2dot1,whoops_55,Is there a pistol?,1,0,yes
whoops,dsg,sd2dot1,whoops_55,Is the pistol pink?,2,1,yes
whoops,dsg,sd2dot1,whoops_56,Is there El Castillo?,1,0,yes
whoops,dsg,sd2dot1,whoops_56,Is there a Mayan temple?,2,0,yes
whoops,dsg,sd2dot1,whoops_56,Is there a desert?,3,0,yes
whoops,dsg,sd2dot1,whoops_56,Is El Castillo a Mayan temple?,4,1,yes
